I0902 18:07:10.832949    1712 serve.go:43] cloudcode_cli (Aug 12 2025 19:39:06 -0700, cl:794358504 baseline:794357827)
I0902 18:07:10.957441    1712 server.go:631] jsonrpc2: <-- request #2: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:10.958676    1712 server.go:631] jsonrpc2: --> request #2: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:10.958785    1712 server.go:631] jsonrpc2: <-- request #3: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:10.961000    1712 server.go:631] jsonrpc2: --> request #3: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:10.961893    1712 server.go:631] jsonrpc2: <-- request #4: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:10.964240    1712 server.go:631] jsonrpc2: --> request #4: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:10.964699    1712 configuration.go:210] product updateChannel will be used
I0902 18:07:10.964776    1712 configuration.go:801] language thresholds: map[]
I0902 18:07:10.964796    1712 configuration.go:739] dataFileExtensions array: [.csv .tsv .jsonl]
I0902 18:07:10.964822    1712 configuration.go:1012] atlas codeCompletion llm options: {MaxTokens:64 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc001ac819d StopSequences:map[] DataFilePromptLines:0}
I0902 18:07:10.964860    1712 configuration.go:1012] atlas codeGeneration llm options: {MaxTokens:512 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc001ac81bd StopSequences:map[*:[[eod] [EOF] [pre] [suf] [mid]]] DataFilePromptLines:5}
I0902 18:07:10.965038    1712 configuration.go:304] Configured settings for atlasOpts: {"Addr":"","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":0,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false,"Complete":{"MaxTokens":64,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":null,"DataFilePromptLines":0},"Generate":{"MaxTokens":512,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":{"*":["[eod]","[EOF]","[pre]","[suf]","[mid]"]},"DataFilePromptLines":5},"DataFileExtensions":[".csv",".tsv",".jsonl"]}
I0902 18:07:10.965090    1712 configuration.go:312] Configured settings for cloudCodeOpts: {"Addr":"cloudcode-pa.googleapis.com:443","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":2,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false}
I0902 18:07:10.965098    1712 configuration.go:316] Configured settings for opts: &{trace:true a2aAddr: staticAgentServerAddress:false atlasAddr:cloudaicompanion.googleapis.com:443 cloudCodeAddr:cloudcode-pa.googleapis.com:443 cloudCodeQuotaProject: autoGen:false invokeGen:true codeCacheMaxEntries:1024 completionOpts:{debounce:550000000 suggestionSpeed:Moderate throttle:100000000 debouncedAfterFetching:true flashCompletionsEnabled:false intentAwareCompletionEnabled:false minScoreThreshold:0 languageThresholds:map[] enableThresholds:true commentCompletion:false citationLengthThreshold:-1 enableRecitations:true citationLogFilePath: repeatedStringFilterThreshold:60 otherFilesGenerationLimit:20 otherFilesGenerationSizeLimit:-1 otherFilesCompletionLimit:0 multiQueryTailNSForCompletion:[] multiQueryTailNSForGeneration:[] enableSmartchoicesContextCollection:false enablePrefetching:false prefetchNextSuggestions:1 prefetchMinScoreThreshold:-9 prefetchTopSuggestions:2} contextExclusionFile:.aiexclude contextExclusionFileGitignore:true chatOpts:{contextOrdering:fsu maxFileBytes:75000 maxHistoryBytes:500000 escapeContext:false otherFilesLimit:20 otherFilesSizeLimit:-1 userSelectedFilesSizeLimit:-1} useRest:<nil> useCloudCodeAPI:true enableLocalAgent:false enableChatStreaming:false enableChatSuggestedPrompts:false enableNotebooks:false enableRAGL:false enableRAGLCompletion:false enableRAGLChat:false enableRAGLCompletionSnippets:false enableRAGLCompletionSnippetsWithPruning:false enableBM25ScoringForCompletionSnippets:false enableColocatedFilesForCompletionSnippets:false enableLanguageFilteringForCompletionSnippets:false languageFilteringIncludesAllFilesIfUnknown:false substringsToIdentifyTestPrompts:[test] substringsToIdentifyDocPrompts:[document comment] localCodebaseAwareness:true ragLOptions:{CoLocated:20 TokenizationAlgorithm:whitespace IncludeDocFiles:false IncludeUnitTestFiles:false MaxFileSearchDepth:1 WorkspaceFolders:[] RerankByLangBoost:0 TopKTestFilesToInclude:0 TopKDocFilesToInclude:0 EnableWaldFileSelection:false WaldMaxFileSearchDepth:0 EnableBM25InChat:false EnableLocalBM25ChatInputFromCursor:false BM25InChatFromCursorMaxResults:10 BM25InChatFromInputMaxResults:10 BM25IndexMaxsizeFiles:25000 ChatBM25TokenizationAlgorithm:wald_word3 BM25InCompletionEnabled:false BM25InCompletionMaxResults:15 NumTokensAroundTheCursorForBm25Query:8 NumTokensFromSelectionForBm25Query:1000}}
I0902 18:07:10.965147    1712 configuration.go:318] Configured settings for canCancelRequests: true
I0902 18:07:10.965157    1712 configuration.go:320] Configured settings for contextPromptOpts: &{Endpoint:}
I0902 18:07:10.965184    1712 server.go:631] jsonrpc2: <-- request #5: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:10.966709    1712 server.go:631] jsonrpc2: --> request #5: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:12.982489    1712 server.go:631] jsonrpc2: --> request #1: workspace/tierConfiguration: {"userDefinedCloudaicompanionProject":true,"projectId":"cloudshell-gca"}
I0902 18:07:12.982695    1712 tier.go:17] Received tier configuration request: {ProjectID:cloudshell-gca UserDefinedCloudaicompanionProject:true}
I0902 18:07:12.982690    1712 server.go:631] jsonrpc2: --> notif: telemetry/sendEvents: <truncated 727 bytes>
I0902 18:07:12.982733    1712 server.go:631] jsonrpc2: <-- request #6: workspace/configuration: {"items":[{"section":"cloudcode.aiCompanion"}]}
I0902 18:07:12.985816    1712 server.go:631] jsonrpc2: --> request #6: workspace/configuration: {"items":[{"section":"cloudcode.aiCompanion"}]}
I0902 18:07:12.985906    1712 server.go:631] jsonrpc2: <-- request #7: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:12.987644    1712 server.go:631] jsonrpc2: --> request #7: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:12.987760    1712 server.go:631] jsonrpc2: <-- request #8: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:12.991232    1712 server.go:631] jsonrpc2: --> request #8: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:12.991387    1712 server.go:631] jsonrpc2: <-- request #9: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:12.993829    1712 server.go:631] jsonrpc2: --> request #9: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:12.994028    1712 configuration.go:210] product updateChannel will be used
I0902 18:07:12.994093    1712 configuration.go:801] language thresholds: map[]
I0902 18:07:12.994113    1712 configuration.go:739] dataFileExtensions array: [.csv .tsv .jsonl]
I0902 18:07:12.994136    1712 configuration.go:1012] atlas codeCompletion llm options: {MaxTokens:64 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc001a31d7d StopSequences:map[] DataFilePromptLines:0}
I0902 18:07:12.994185    1712 configuration.go:1012] atlas codeGeneration llm options: {MaxTokens:512 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc001a31d9d StopSequences:map[*:[[eod] [EOF] [pre] [suf] [mid]]] DataFilePromptLines:5}
I0902 18:07:12.994236    1712 configuration.go:304] Configured settings for atlasOpts: {"Addr":"","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":0,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false,"Complete":{"MaxTokens":64,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":null,"DataFilePromptLines":0},"Generate":{"MaxTokens":512,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":{"*":["[eod]","[EOF]","[pre]","[suf]","[mid]"]},"DataFilePromptLines":5},"DataFileExtensions":[".csv",".tsv",".jsonl"]}
I0902 18:07:12.994254    1712 configuration.go:312] Configured settings for cloudCodeOpts: {"Addr":"cloudcode-pa.googleapis.com:443","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":2,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false}
I0902 18:07:12.994263    1712 configuration.go:316] Configured settings for opts: &{trace:true a2aAddr: staticAgentServerAddress:false atlasAddr:cloudaicompanion.googleapis.com:443 cloudCodeAddr:cloudcode-pa.googleapis.com:443 cloudCodeQuotaProject: autoGen:false invokeGen:true codeCacheMaxEntries:1024 completionOpts:{debounce:550000000 suggestionSpeed:Moderate throttle:100000000 debouncedAfterFetching:true flashCompletionsEnabled:false intentAwareCompletionEnabled:false minScoreThreshold:0 languageThresholds:map[] enableThresholds:true commentCompletion:false citationLengthThreshold:-1 enableRecitations:true citationLogFilePath: repeatedStringFilterThreshold:60 otherFilesGenerationLimit:20 otherFilesGenerationSizeLimit:-1 otherFilesCompletionLimit:0 multiQueryTailNSForCompletion:[] multiQueryTailNSForGeneration:[] enableSmartchoicesContextCollection:false enablePrefetching:false prefetchNextSuggestions:1 prefetchMinScoreThreshold:-9 prefetchTopSuggestions:2} contextExclusionFile:.aiexclude contextExclusionFileGitignore:true chatOpts:{contextOrdering:fsu maxFileBytes:75000 maxHistoryBytes:500000 escapeContext:false otherFilesLimit:20 otherFilesSizeLimit:-1 userSelectedFilesSizeLimit:-1} useRest:<nil> useCloudCodeAPI:true enableLocalAgent:false enableChatStreaming:false enableChatSuggestedPrompts:false enableNotebooks:false enableRAGL:false enableRAGLCompletion:false enableRAGLChat:false enableRAGLCompletionSnippets:false enableRAGLCompletionSnippetsWithPruning:false enableBM25ScoringForCompletionSnippets:false enableColocatedFilesForCompletionSnippets:false enableLanguageFilteringForCompletionSnippets:false languageFilteringIncludesAllFilesIfUnknown:false substringsToIdentifyTestPrompts:[test] substringsToIdentifyDocPrompts:[document comment] localCodebaseAwareness:true ragLOptions:{CoLocated:20 TokenizationAlgorithm:whitespace IncludeDocFiles:false IncludeUnitTestFiles:false MaxFileSearchDepth:1 WorkspaceFolders:[] RerankByLangBoost:0 TopKTestFilesToInclude:0 TopKDocFilesToInclude:0 EnableWaldFileSelection:false WaldMaxFileSearchDepth:0 EnableBM25InChat:false EnableLocalBM25ChatInputFromCursor:false BM25InChatFromCursorMaxResults:10 BM25InChatFromInputMaxResults:10 BM25IndexMaxsizeFiles:25000 ChatBM25TokenizationAlgorithm:wald_word3 BM25InCompletionEnabled:false BM25InCompletionMaxResults:15 NumTokensAroundTheCursorForBm25Query:8 NumTokensFromSelectionForBm25Query:1000}}
I0902 18:07:12.994315    1712 configuration.go:318] Configured settings for canCancelRequests: true
I0902 18:07:12.994324    1712 configuration.go:320] Configured settings for contextPromptOpts: &{Endpoint:}
I0902 18:07:12.994351    1712 server.go:631] jsonrpc2: <-- request #10: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:12.997727    1712 server.go:631] jsonrpc2: --> request #10: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:12.997916    1712 server.go:631] jsonrpc2: <-- result #1: workspace/tierConfiguration: true
I0902 18:07:13.139657    1712 server.go:631] jsonrpc2: --> notif: agent/didRestartAgent: {"agentAddress":"http://localhost:41319"}
I0902 18:07:13.313120    1712 server.go:631] jsonrpc2: --> request #2: workspace/tierConfiguration: {"userDefinedCloudaicompanionProject":true,"projectId":"cloudshell-gca"}
I0902 18:07:13.313324    1712 tier.go:17] Received tier configuration request: {ProjectID:cloudshell-gca UserDefinedCloudaicompanionProject:true}
I0902 18:07:13.313402    1712 server.go:631] jsonrpc2: <-- request #11: workspace/configuration: {"items":[{"section":"cloudcode.aiCompanion"}]}
I0902 18:07:13.313546    1712 server.go:631] jsonrpc2: --> notif: telemetry/sendEvents: <truncated 707 bytes>
I0902 18:07:13.314849    1712 server.go:631] jsonrpc2: --> request #11: workspace/configuration: {"items":[{"section":"cloudcode.aiCompanion"}]}
I0902 18:07:13.314997    1712 server.go:631] jsonrpc2: <-- request #12: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:13.316304    1712 server.go:631] jsonrpc2: --> request #12: workspace/configuration: {"items":[{"section":"cloudcode.duetAI"}]}
I0902 18:07:13.316436    1712 server.go:631] jsonrpc2: <-- request #13: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:13.318207    1712 server.go:631] jsonrpc2: --> request #13: workspace/configuration: {"items":[{"section":"geminicodeassist"}]}
I0902 18:07:13.318434    1712 server.go:631] jsonrpc2: <-- request #14: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:13.320329    1712 server.go:631] jsonrpc2: --> request #14: workspace/configuration: {"items":[{"section":"cloudcode"}]}
I0902 18:07:13.320490    1712 configuration.go:210] product updateChannel will be used
I0902 18:07:13.320559    1712 configuration.go:801] language thresholds: map[]
I0902 18:07:13.320588    1712 configuration.go:739] dataFileExtensions array: [.csv .tsv .jsonl]
I0902 18:07:13.320609    1712 configuration.go:1012] atlas codeCompletion llm options: {MaxTokens:64 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc0012af69d StopSequences:map[] DataFilePromptLines:0}
I0902 18:07:13.320635    1712 configuration.go:1012] atlas codeGeneration llm options: {MaxTokens:512 Temp:0.2 Samples:4 EnablePrompt:<nil> PromptOverride: PostProcess:0xc0012af6bd StopSequences:map[*:[[eod] [EOF] [pre] [suf] [mid]]] DataFilePromptLines:5}
I0902 18:07:13.320666    1712 configuration.go:304] Configured settings for atlasOpts: {"Addr":"","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":0,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false,"Complete":{"MaxTokens":64,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":null,"DataFilePromptLines":0},"Generate":{"MaxTokens":512,"Temp":0.2,"Samples":4,"EnablePrompt":null,"PromptOverride":"","PostProcess":true,"StopSequences":{"*":["[eod]","[EOF]","[pre]","[suf]","[mid]"]},"DataFilePromptLines":5},"DataFileExtensions":[".csv",".tsv",".jsonl"]}
I0902 18:07:13.320685    1712 configuration.go:312] Configured settings for cloudCodeOpts: {"Addr":"cloudcode-pa.googleapis.com:443","QuotaProject":"","Project":"cloudshell-gca","LogPrompt":true,"UseTypeoverCache":true,"AdaptiveCacheEnabled":false,"AdaptingCacheMaxInflightRequests":2,"InfixCacheEnabled":false,"EnableAdminCitationBlock":false,"EnableAICATelemetryDebug":false,"EnableAICharactersTelemetry":false,"EnableAICharactersTelemetryCCPA":false,"EnableChatStreaming":false}
I0902 18:07:13.320694    1712 configuration.go:316] Configured settings for opts: &{trace:true a2aAddr:http://localhost:41319 staticAgentServerAddress:false atlasAddr:cloudaicompanion.googleapis.com:443 cloudCodeAddr:cloudcode-pa.googleapis.com:443 cloudCodeQuotaProject: autoGen:false invokeGen:true codeCacheMaxEntries:1024 completionOpts:{debounce:550000000 suggestionSpeed:Moderate throttle:100000000 debouncedAfterFetching:true flashCompletionsEnabled:false intentAwareCompletionEnabled:false minScoreThreshold:0 languageThresholds:map[] enableThresholds:true commentCompletion:false citationLengthThreshold:-1 enableRecitations:true citationLogFilePath: repeatedStringFilterThreshold:60 otherFilesGenerationLimit:20 otherFilesGenerationSizeLimit:-1 otherFilesCompletionLimit:0 multiQueryTailNSForCompletion:[] multiQueryTailNSForGeneration:[] enableSmartchoicesContextCollection:false enablePrefetching:false prefetchNextSuggestions:1 prefetchMinScoreThreshold:-9 prefetchTopSuggestions:2} contextExclusionFile:.aiexclude contextExclusionFileGitignore:true chatOpts:{contextOrdering:fsu maxFileBytes:75000 maxHistoryBytes:500000 escapeContext:false otherFilesLimit:20 otherFilesSizeLimit:-1 userSelectedFilesSizeLimit:-1} useRest:<nil> useCloudCodeAPI:true enableLocalAgent:false enableChatStreaming:false enableChatSuggestedPrompts:false enableNotebooks:false enableRAGL:false enableRAGLCompletion:false enableRAGLChat:false enableRAGLCompletionSnippets:false enableRAGLCompletionSnippetsWithPruning:false enableBM25ScoringForCompletionSnippets:false enableColocatedFilesForCompletionSnippets:false enableLanguageFilteringForCompletionSnippets:false languageFilteringIncludesAllFilesIfUnknown:false substringsToIdentifyTestPrompts:[test] substringsToIdentifyDocPrompts:[document comment] localCodebaseAwareness:true ragLOptions:{CoLocated:20 TokenizationAlgorithm:whitespace IncludeDocFiles:false IncludeUnitTestFiles:false MaxFileSearchDepth:1 WorkspaceFolders:[] RerankByLangBoost:0 TopKTestFilesToInclude:0 TopKDocFilesToInclude:0 EnableWaldFileSelection:false WaldMaxFileSearchDepth:0 EnableBM25InChat:false EnableLocalBM25ChatInputFromCursor:false BM25InChatFromCursorMaxResults:10 BM25InChatFromInputMaxResults:10 BM25IndexMaxsizeFiles:25000 ChatBM25TokenizationAlgorithm:wald_word3 BM25InCompletionEnabled:false BM25InCompletionMaxResults:15 NumTokensAroundTheCursorForBm25Query:8 NumTokensFromSelectionForBm25Query:1000}}
I0902 18:07:13.320761    1712 configuration.go:318] Configured settings for canCancelRequests: true
I0902 18:07:13.320768    1712 configuration.go:320] Configured settings for contextPromptOpts: &{Endpoint:}
I0902 18:07:13.320796    1712 server.go:631] jsonrpc2: <-- request #15: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:13.321750    1712 server.go:631] jsonrpc2: --> request #15: workspace/configuration: {"items":[{"section":"geminicodeassist.verboseLogging"}]}
I0902 18:07:13.322053    1712 server.go:631] jsonrpc2: <-- result #2: workspace/tierConfiguration: true
I0902 18:07:13.324946    1712 server.go:631] jsonrpc2: --> request #3: service/healthcheck: {"projectID":"cloudshell-gca"}
I0902 18:07:13.325127    1712 cloudcode.go:63] Using Cloud Code API
